,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect,CEQ
1651,Materials stored in the factory are of high flammability.,Anything causing fire is not allowed here.,Flammability is a measure of the amount of carbon dioxide in the air.,0.02331021227574669,0.024811700937460112,0.04174933735333702,0.018439125077590327
1652,Little Emma is four years old.,The doctor confirms that she does not suffer from autism.,Autism is a developmental condition in which the brain is unable to process the effects of the external environment.,0.011001309069005899,0.03988725346490754,0.01247184018594432,0.02888594439590164
1653,She had dependency on drugs.,She ended her days in poverty.,Depression is a leading cause of death among young people in the United States.,0.0018983676647242632,0.01849992885167676,0.004085606109914626,0.016601561186952496
1654,Gorge hates the smell of all onions in the onion family.,He dislikes the Scallions known as green onions as well.,Scallions are a member of the scallions family.,0.6370672465771721,0.513023588465785,1.4066424591783833,0.7695752126012112
1655,People always like to look at the blue sky and white clouds outside the window.,They always sit in the innermost seat of the plane.,Blue is the outermost colour of the sky.,0.026533690253240916,0.02361283451321446,0.07668814770020109,0.05015445744696018
1656,Tom feels his stomach aches.,He was diagnosed with hemias.,Hemias is a common side effect of many medications used to treat an acute febrile disease.,0.0035342800497111153,0.0279218476683329,0.021314305755719555,0.024387567618621785
1657,Tom bought a lot of specialty from Beijing.,Jack drove a car to pick up Tom and the specialty.,Specialty is the process of picking up a specific type of product from a particular location.,0.03372787297103007,0.03901288312176937,0.028000008263662415,0.005285010150739303
1658,John had HIV virus infection.,His immune system broke down.,Viruses can break down the body's natural defense system.,0.14187986996049365,0.06948658666857334,0.13605057883336927,-0.005829291127124381
1659,Biologists observed the molting of isopods.,He found that they shed half of their exoskeleton each time.,Isopods are able to shed half their body weight in a single day.,0.20825560165770102,0.15369403935741305,0.14194343783884733,-0.05456156230028797
1660,He has been smoking cigarettes for four years.,His finger has been stained with the cigarette.,Cigarettes have a chemical smell similar to cigarette smoke.,0.03854935794203539,0.06529753207916202,0.0824805406244226,0.043931182682387215
1661,"Speaking requires the vibration of the vocal cords, which are located in the throat.",Vibrations of the vocal cords cause sore rubbing of the throat.,Vibrations can also cause a desire to urinate.,0.07030551547479211,0.0374198977128734,0.06039693640702706,-0.009908579067765044
1662,Faces of all audience watching the horror were projected on the screen.,They saw their own pale faces.,Hate is a term used to describe the expression of hatred directed at one group of people by another.,0.0040171177158707045,0.005757372109585595,0.01586544623344074,0.011848328517570037
1663,Tom looked at the object representing the pioneers' hardships.,He perceived misery.,Miserability is defined as the state of being unable to live a meaningful life.,0.011448246604612163,0.018666465805711022,0.02122938093913661,0.009781134334524448
1664,The patient's global cerebral functions were affected.,He lost his orientation.,Orientation is the ability of the brain to orient itself to the direction of the body in relation to the.,0.005755567614368526,0.009387186810053018,0.030855305649996674,0.02509973803562815
1665,Lucy was doing a research about the material of the underwears.,She found that all of them contain polypropylene.,Polypropylene is one of the most widely used materials in the underwear.,0.0402856379392341,0.03838665539027886,0.03915728159714946,-0.0011283563420846424
1666,There are many mosquitoes around Jack's house.,He bought a lot of mosquito repellent.,Mosquitoes are very active at night.,0.03486279204168507,0.03329392405059771,0.036338692098587345,0.0014759000569022768
1667,The baby kept crying when he was hungry.,The mother feeds the baby milk.,Pregnant women feed their babies milk by sucking it out of the mother's mouth.,0.04553992018777706,0.05038585907911005,0.07257003906686121,0.02703011887908415
1668,A farmer uses a lot of fertilizer to grow his crops.,The crops grow well.,Fertilizer is used to keep the soil moist during the growing season.,0.014725009564018536,0.015042116073950682,0.06521759413524877,0.05049258457123024
1669,Emotional stress led to his lower body temperature.,He senstively felt the coldness of his extremities.,Sensitization is the process of compensating for the loss of heat from the body through respiration.,0.0420516177897231,0.033679024176384936,0.06712266306282141,0.025071045273098315
1670,Tom was infected with anthrax.,He is very ill.,Anthrax is a deadly disease caused by the infection of the human papillomavirus as well as the.,0.0077887625216374445,0.010818388398514374,0.035669647622441646,0.0278808851008042
1671,The experimenter is examining the rays in the wood.,The experimenter selected both kinds of wood.,Rays are a type of wood used in many applications.,0.008608992056112746,0.020059882618700963,0.00803292900384517,0.011450890562588217
1672,Jackson wanted to study the creatures of the human family.,Jackson's professor recommended him to study hominids.,Hominids are a group of mammals with a common ancestor with the chimpanzee.,0.1424792649176096,0.17603558899119578,0.1919828958704715,0.04950363095286189
1673,Grandma and the bank signed a trust agreement.,No one other than grandma can know the contents of the document.,Trusts are agreements between parties to an agreement.,0.01179506567107669,0.010522096143356448,0.009936000724637298,-0.0012729695277202413
1674,Tom has a healthy heart.,He has a good blood circulation in his body.,Heart disease is the leading cause of death in young adults.,0.06491452406702138,0.06113587508129522,0.06528025511604453,0.0003657310490231547
1675,Tom's restaurant is not doing well.,He took to the streets to drum up customers.,Drumming is the art of bringing people together by creating a sense of community.,0.023426867394009548,0.025980399374200103,0.025464398854427445,0.002553531980190555
1676,China is getting better and better.,Chinese will no longer be bullied.,Bullying is the result of a desire to improve one's self-esteem.,0.16284332447087405,0.10117130624335555,0.026608191346535123,-0.0616720182275185
1677,The sound of farting suddenly echoes in the quiet classroom.,The whole classroom burst into laughter.,Farts are a natural part of the human experience.,0.01596427235323455,0.02351604428674915,0.013494728483832577,0.007551771933514598
1678,"In order to make resonance, Tom tries to shake a tub of water with different frequencies.",The water keeps vibrating without his shaking as he tries the same frequency as the water has.,Reverb is the vibration of the water's surface.,0.035521008761209484,0.0725228195598416,0.04637222460262008,0.03700181079863212
1679,There are many molas in the sea.,Molas are easily bitten by other fish.,Molas are a common cause of death in marine mammals.,0.5264915000134297,0.020758199999084067,0.33447165179569394,-0.19201984821773577
1680,This research needs a sessile animal.,The teacher suggested that they choose crinoids.,Crinoids are a type of silvery-white animal.,0.007129070387497442,0.007349273311851092,0.007076005122140356,0.00022020292435365012
1681,Tom saw the grass germinate.,"A few days later, Tom observed the taproot of the grass.",Taproots are a type of plant known to be resistant to most insecticides.,0.09587630322005289,0.09754238568023135,0.10714226385315374,0.011265960633100855
1682,Billy is reading about fat.,Billy reads about lipids in his reading.,Lipids are the building blocks of the body's natural defense system.,0.018127977597136233,0.011681881716097407,0.026804555093408507,0.008676577496272275
1683,I compared the faces of a cougar and a cat.,I thought they have similar faces.,Cougars have similar facial features to cats but have a slightly different set of facial features than cats.,0.007719487134036318,0.006491706119588833,0.02810658533461764,0.02038709820058132
1684,Jane is a master of Selvage.,The finished lengthwise edges of her fabric works were always wonderful.,Selvage is a type of finish.,0.012131612542201735,0.007330387888279733,0.00965090007625083,-0.002480712465950904
1685,Tom threw a piece of glass onto the quartz. .,The glass broke into pieces. .,Quartz is made of quartz.,0.014687806180946537,0.01877005612115029,0.02910988424636059,0.014422078065414054
1686,The lactating woman took hydrazine.,The baby had related adverse reactions.,Hydrazine can cause a number of adverse reactions in the mother's body.,0.03388077672789567,0.04663775133829028,0.035613576509166016,0.012756974610394614
1687,Harvests make farmers happy.,Farmers like autumn.,Autumn is a time when the weather is warm enough to keep crops from drying out.,0.026041630000861158,0.028217402521309075,0.02883147002602598,0.0027898400251648234
